panel_row,panel_col,panel_title,cell,layer,dilation,alpha
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,0,1,0.7007277011871338
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,0,2,1.0269941091537476
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,0,4,0.8322036266326904
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,0,8,0.7267332077026367
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,1,1,0.8280829191207886
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,1,2,1.3522346019744873
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,1,4,1.0315717458724976
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,1,8,0.830982506275177
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,2,1,0.9182747006416321
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,2,2,1.6934314966201782
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,2,4,1.433235764503479
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,2,8,0.970693826675415
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,3,1,0.7734109163284302
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,3,2,1.7630815505981445
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,3,4,1.5017088651657104
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,3,8,1.1887022256851196
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,4,1,0.6582352519035339
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,4,2,1.9222825765609741
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,4,4,1.7414941787719727
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,4,8,1.2516831159591675
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,5,1,1.0149551630020142
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,5,2,2.576500177383423
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,5,4,2.2237749099731445
0,0,"RWKV-6 (causal, 7M)",7m_rwkv6_causal_multidil_v2_seed42,5,8,1.3922908306121826
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,0,1,0.8330317139625549
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,0,2,0.45437508821487427
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,0,4,0.49830326437950134
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,0,8,0.3573859632015228
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,1,1,0.736626148223877
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,1,2,0.6613222360610962
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,1,4,0.616453230381012
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,1,8,0.49858585000038147
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,2,1,0.6886038780212402
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,2,2,0.6847168803215027
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,2,4,0.6420221328735352
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,2,8,0.49705028533935547
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,3,1,0.6740443706512451
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,3,2,0.7967423796653748
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,3,4,0.7997941970825195
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,3,8,0.5548717379570007
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,4,1,0.6028817892074585
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,4,2,0.9935318827629089
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,4,4,0.999434232711792
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,4,8,0.7647692561149597
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,5,1,0.6719074249267578
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,5,2,1.0501667261123657
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,5,4,0.8971352577209473
0,1,"Mamba-2 (causal, 7M)",7m_mamba2_causal_multidil_v2_seed42,5,8,0.5772217512130737
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,0,1,1.1133203506469727
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,0,2,0.9714968800544739
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,0,4,0.834423840045929
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,0,8,0.734562337398529
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,1,1,1.2232308387756348
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,1,2,1.3829265832901
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,1,4,1.1504731178283691
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,1,8,0.9620362520217896
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,2,1,1.0800864696502686
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,2,2,1.3543269634246826
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,2,4,1.2008594274520874
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,2,8,0.8841999173164368
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,3,1,1.0852564573287964
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,3,2,1.6183806657791138
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,3,4,1.622492790222168
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,3,8,1.1809583902359009
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,4,1,1.0309796333312988
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,4,2,1.4937620162963867
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,4,4,1.39248526096344
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,4,8,0.9332976937294006
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,5,1,1.2486237287521362
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,5,2,1.8482168912887573
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,5,4,1.8757585287094116
0,2,"LA (causal, 7M)",7m_linear_attn_causal_multidil_v2_seed42,5,8,1.068132758140564
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,0,1,0.7007277011871338
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,0,2,1.0269941091537476
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,0,4,0.8322036266326904
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,0,8,0.7267332077026367
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,1,1,0.7586164474487305
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,1,2,1.174830675125122
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,1,4,0.9228255152702332
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,1,8,0.7741192579269409
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,2,1,0.8165051937103271
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,2,2,1.3226672410964966
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,2,4,1.0134474039077759
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,2,8,0.8215053081512451
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,3,1,0.8608799576759338
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,3,2,1.4763062000274658
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,3,4,1.1776313781738281
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,3,8,0.8817866444587708
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,4,1,0.9018762111663818
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,4,2,1.631395697593689
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,4,4,1.360205888748169
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,4,8,0.9452917575836182
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,5,1,0.8787664175033569
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,5,2,1.712427020072937
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,5,4,1.4519102573394775
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,5,8,1.0301506519317627
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,6,1,0.8129191994667053
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,6,2,1.7440860271453857
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,6,4,1.483034372329712
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,6,8,1.129245400428772
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,7,1,0.7524698972702026
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,7,2,1.792027235031128
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,7,4,1.5453062057495117
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,7,8,1.2001533508300781
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,8,1,0.700117290019989
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,8,2,1.8643913269042969
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,8,4,1.6542994976043701
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,8,8,1.22878098487854
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,9,1,0.6906643509864807
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,9,2,1.9817569255828857
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,9,4,1.7853379249572754
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,9,8,1.2644656896591187
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,10,1,0.852809727191925
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,10,2,2.2791285514831543
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,10,4,2.00455641746521
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,10,8,1.3283782005310059
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,11,1,1.0149551630020142
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,11,2,2.576500177383423
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,11,4,2.2237749099731445
1,0,"RWKV-6 (causal, 14M) (approx)",14m_rwkv6_causal_multidil_v2_seed42,11,8,1.3922908306121826
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,0,1,0.7930235266685486
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,0,2,0.3425329625606537
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,0,4,0.4338121712207794
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,0,8,0.3275122344493866
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,1,1,0.7612748146057129
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,1,2,0.3984721302986145
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,1,4,0.43074432015419006
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,1,8,0.3414559066295624
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,2,1,0.7317171692848206
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,2,2,0.4800705015659332
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,2,4,0.4982515275478363
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,2,8,0.4539709687232971
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,3,1,0.7475686073303223
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,3,2,0.46411797404289246
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,3,4,0.4521419405937195
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,3,8,0.4279639720916748
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,4,1,0.7440560460090637
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,4,2,0.4637189507484436
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,4,4,0.45038989186286926
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,4,8,0.41422149538993835
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,5,1,0.7307828664779663
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,5,2,0.5949437618255615
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,5,4,0.6043740510940552
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,5,8,0.5000214576721191
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,6,1,0.73642897605896
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,6,2,0.6051003336906433
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,6,4,0.6651003956794739
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,6,8,0.5530531406402588
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,7,1,0.7153275609016418
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,7,2,0.6305381059646606
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,7,4,0.694484293460846
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,7,8,0.5737319588661194
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,8,1,0.751593291759491
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,8,2,0.6590264439582825
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,8,4,0.7262837290763855
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,8,8,0.5193971395492554
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,9,1,0.6433688998222351
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,9,2,0.8870139122009277
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,9,4,0.9852526783943176
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,9,8,0.694418728351593
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,10,1,0.6983827352523804
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,10,2,0.9378535151481628
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,10,4,0.9017554521560669
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,10,8,0.5998064279556274
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,11,1,0.7729657292366028
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,11,2,0.9885706305503845
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,11,4,0.8692926168441772
1,1,"Mamba-2 (causal, 14M)",14m_mamba2_causal_multidil_v2_seed42,11,8,0.49003466963768005
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,0,1,0.9709116816520691
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,0,2,0.754035472869873
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,0,4,0.7099443078041077
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,0,8,0.6455742120742798
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,1,1,0.9634590744972229
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,1,2,0.9218138456344604
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,1,4,0.7583661079406738
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,1,8,0.6268688440322876
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,2,1,1.1248615980148315
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,2,2,1.111137866973877
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,2,4,0.9243475794792175
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,2,8,0.7975772023200989
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,3,1,0.9600139260292053
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,3,2,1.1925973892211914
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,3,4,0.8517195582389832
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,3,8,0.545723021030426
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,4,1,1.096341848373413
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,4,2,1.4061089754104614
1,2,"LA (causal, 14M)",14m_linear_attn_causal_multidil_v2_seed42,4,4,1.2142720222473145
